2026-04-27 09:27:48.904 | INFO     | app.core.logger:<module>:40 - Logger initialized successfully
2026-04-27 09:27:58.122 | INFO     | app.api.v1.auth:login:22 - 登录尝试: admin
2026-04-27 09:27:59.737 | INFO     | app.api.v1.auth:login:55 - 登录成功: admin
2026-04-27 09:28:07.107 | INFO     | app.api.v1.auth:login:22 - 登录尝试: admin
2026-04-27 09:28:07.826 | INFO     | app.api.v1.auth:login:55 - 登录成功: admin
2026-04-27 09:32:07.634 | INFO     | app.api.v1.auth:login:22 - 登录尝试: admin
2026-04-27 09:32:08.302 | INFO     | app.api.v1.auth:login:55 - 登录成功: admin
2026-04-27 09:33:26.986 | INFO     | app.api.v1.auth:login:22 - 登录尝试: admin
2026-04-27 09:33:27.360 | INFO     | app.api.v1.auth:login:55 - 登录成功: admin
2026-04-27 09:34:57.784 | INFO     | app.core.logger:<module>:40 - Logger initialized successfully
2026-04-27 09:36:17.657 | INFO     | app.core.logger:<module>:40 - Logger initialized successfully
2026-04-27 09:36:17.796 | INFO     | app.core.logger:<module>:40 - Logger initialized successfully
2026-04-27 09:37:25.452 | INFO     | app.core.logger:<module>:40 - Logger initialized successfully
2026-04-27 09:38:04.960 | INFO     | app.core.auth:get_current_user:106 - 用户认证成功: admin
2026-04-27 09:38:05.333 | INFO     | app.core.auth:get_current_user:106 - 用户认证成功: admin
2026-04-27 09:38:07.636 | INFO     | app.core.logger:<module>:40 - Logger initialized successfully
2026-04-27 09:38:51.538 | INFO     | app.core.logger:<module>:40 - Logger initialized successfully
2026-04-27 09:39:08.932 | INFO     | app.core.logger:<module>:40 - Logger initialized successfully
2026-04-27 09:39:31.515 | INFO     | app.core.logger:<module>:40 - Logger initialized successfully
2026-04-27 09:39:31.658 | INFO     | app.core.logger:<module>:40 - Logger initialized successfully
2026-04-27 09:39:34.341 | INFO     | app.core.logger:<module>:40 - Logger initialized successfully
2026-04-27 09:39:54.952 | INFO     | app.api.v1.auth:login:22 - 登录尝试: admin
2026-04-27 09:39:55.460 | INFO     | app.api.v1.auth:login:55 - 登录成功: admin
2026-04-27 09:40:43.818 | INFO     | app.core.auth:get_current_user:106 - 用户认证成功: admin
2026-04-27 09:40:44.177 | INFO     | app.core.auth:get_current_user:106 - 用户认证成功: admin
2026-04-27 09:40:58.487 | INFO     | app.api.v1.auth:login:22 - 登录尝试: admin
2026-04-27 09:40:59.060 | INFO     | app.api.v1.auth:login:55 - 登录成功: admin
2026-04-27 09:41:11.280 | INFO     | app.api.v1.auth:login:22 - 登录尝试: admin
2026-04-27 09:41:11.982 | INFO     | app.api.v1.auth:login:55 - 登录成功: admin
2026-04-27 09:41:25.033 | INFO     | app.api.v1.auth:login:22 - 登录尝试: admin
2026-04-27 09:41:25.606 | INFO     | app.api.v1.auth:login:55 - 登录成功: admin
2026-04-27 09:41:27.124 | INFO     | app.core.logger:<module>:40 - Logger initialized successfully
2026-04-27 09:41:27.685 | INFO     | app.api.v1.auth:login:22 - 登录尝试: admin
2026-04-27 09:41:28.191 | INFO     | app.api.v1.auth:login:55 - 登录成功: admin
2026-04-27 09:43:13.947 | INFO     | app.core.logger:<module>:40 - Logger initialized successfully
2026-04-27 09:43:14.843 | INFO     | app.core.logger:<module>:40 - Logger initialized successfully
2026-04-27 09:43:15.598 | INFO     | app.api.v1.public:get_public_products:38 - 获取公共商品列表请求，搜索: None, 排序: None
2026-04-27 09:43:15.613 | INFO     | app.api.v1.public:get_public_products:70 - 获取公共商品列表成功，共 2 个商品
2026-04-27 09:43:47.474 | INFO     | app.api.v1.auth:login:22 - 登录尝试: admin
2026-04-27 09:43:47.892 | INFO     | app.api.v1.auth:login:55 - 登录成功: admin
2026-04-27 09:44:18.846 | INFO     | app.api.v1.auth:login:22 - 登录尝试: admin
2026-04-27 09:44:19.621 | INFO     | app.api.v1.auth:login:55 - 登录成功: admin
2026-04-27 09:44:26.332 | INFO     | app.api.v1.auth:login:22 - 登录尝试: admin
2026-04-27 09:44:26.783 | INFO     | app.api.v1.auth:login:55 - 登录成功: admin
2026-04-27 09:46:45.589 | INFO     | app.api.v1.auth:login:22 - 登录尝试: admin
2026-04-27 09:46:46.567 | INFO     | app.api.v1.auth:login:55 - 登录成功: admin
2026-04-27 09:46:59.012 | INFO     | app.api.v1.auth:login:22 - 登录尝试: admin
2026-04-27 09:47:00.075 | INFO     | app.api.v1.auth:login:55 - 登录成功: admin
2026-04-27 09:47:01.350 | INFO     | app.core.auth:get_current_user:106 - 用户认证成功: admin
2026-04-27 09:47:04.227 | INFO     | app.core.auth:get_current_user:106 - 用户认证成功: admin
2026-04-27 09:47:04.255 | INFO     | app.api.v1.phones:get_phones:61 - 获取手机列表请求 by admin
2026-04-27 09:47:04.331 | INFO     | app.api.v1.phones:get_phones:65 - 获取手机列表成功，共 1 个手机
